CustomerID,Recency,Frequency,Monetary,R_quartile,F_quartile,M_quartile,RFM_Segment,RFM_Score
12524.0,9,144,4485.72,4,4,4,444,12
12526.0,1,71,1316.66,4,3,3,433,10
12527.0,82,18,348.71000000000004,2,2,2,222,6
12528.0,9,92,1933.48,4,3,4,434,11
12530.0,60,66,1662.28,2,3,4,234,9
12531.0,15,17,125.22,4,1,1,411,6
12532.0,30,16,349.83000000000004,3,1,2,312,6
12534.0,131,63,1089.18,2,3,3,233,8
12535.0,92,34,716.35,2,2,3,223,7
12536.0,43,261,12601.830000000002,3,4,4,344,11
12538.0,29,21,363.95,3,2,2,322,7
12539.0,22,273,5568.35,3,4,4,344,11
12540.0,20,478,13400.24,3,4,4,344,11
12541.0,30,52,981.18,3,3,3,333,9
12544.0,36,19,372.7,3,2,2,322,7
12545.0,75,50,1000.39,2,3,3,233,8
12546.0,47,69,1161.5,3,3,3,333,9
12547.0,198,8,207.8,1,1,1,111,3
12548.0,166,5,95.19999999999999,1,1,1,111,3
12550.0,79,57,964.83,2,3,3,233,8
12551.0,358,10,168.0,1,1,1,111,3
12552.0,39,20,437.82,3,2,2,322,7
12553.0,8,191,3692.28,4,4,4,444,12
12556.0,50,119,599.56,3,4,2,342,9
12557.0,16,33,11990.960000000001,4,2,4,424,10
12558.0,8,11,269.96,4,1,1,411,6
12559.0,311,21,561.71,1,2,2,122,5
12560.0,5,105,2134.01,4,4,4,444,12
12561.0,303,16,238.85,1,1,1,111,3
12562.0,8,168,3781.7400000000002,4,4,4,444,12
12564.0,261,21,456.90000000000003,1,2,2,122,5
12565.0,289,9,145.92000000000002,1,1,1,111,3
12566.0,86,19,351.65,2,2,2,222,6
12567.0,23,446,9401.28,3,4,4,344,11
12569.0,2,188,4124.6900000000005,4,4,4,444,12
12571.0,40,34,519.61,3,2,2,322,7
12572.0,9,60,1020.4200000000001,4,3,3,433,10
12573.0,227,28,160.54000000000002,1,2,1,121,4
12574.0,316,11,218.45000000000002,1,1,1,111,3
12576.0,36,88,1315.83,3,3,3,333,9
12577.0,35,146,626.6,3,4,2,342,9
12578.0,21,114,2794.51,3,4,4,344,11
12579.0,78,29,440.42,2,2,2,222,6
12580.0,247,24,415.7,1,2,2,122,5
12581.0,40,15,197.71,3,1,1,311,5
12582.0,239,22,511.36,1,2,2,122,5
12583.0,3,247,7281.38,4,4,4,444,12
12584.0,4,96,2338.15,4,3,4,434,11
12585.0,234,87,2040.1,1,3,4,134,8
12586.0,17,11,196.94000000000003,4,1,1,411,6
12587.0,8,4,144.0,4,1,1,411,6
12588.0,39,10,214.89999999999998,3,1,1,311,5
12589.0,29,35,646.68,3,2,2,322,7
12590.0,211,68,9864.26,1,3,4,134,8
12591.0,317,26,452.84999999999997,1,2,2,122,5
12592.0,92,18,437.6,2,2,2,222,6
12593.0,109,21,418.1,2,2,2,222,6
12594.0,38,118,3338.2200000000003,3,4,4,344,11
12596.0,51,27,618.27,3,2,2,322,7
12597.0,19,206,3811.22,3,4,4,344,11
12598.0,10,132,3023.08,4,4,4,444,12
12599.0,29,62,1032.58,3,3,3,333,9
12600.0,29,64,2599.04,3,3,4,334,10
12601.0,190,28,577.0600000000001,1,2,2,122,5
12602.0,59,12,153.12,2,1,1,211,4
12603.0,22,2,739.1999999999999,3,1,3,313,7
12604.0,79,16,254.18,2,1,1,211,4
12607.0,60,101,1579.51,2,4,3,243,9
12609.0,78,60,1126.85,2,3,3,233,8
12610.0,23,106,2099.54,3,4,4,344,11
12611.0,52,65,1193.32,2,3,3,233,8
12612.0,74,19,704.04,2,2,3,223,7
12613.0,57,153,3344.38,2,4,4,244,10
12614.0,278,20,315.6,1,2,2,122,5
12615.0,2,105,2291.19,4,4,4,444,12
12616.0,95,32,713.3,2,2,3,223,7
12617.0,29,41,352.98,3,2,2,322,7
12618.0,22,11,177.31,3,1,1,311,5
12619.0,16,90,3641.24,4,3,4,434,11
12620.0,15,92,1339.41,4,3,3,433,10
12621.0,2,467,13689.67,4,4,4,444,12
12622.0,232,11,180.1,1,1,1,111,3
12623.0,276,18,305.1,1,2,1,121,4
12624.0,106,38,641.13,2,2,2,222,6
12625.0,212,86,2683.82,1,3,4,134,8
12626.0,23,294,6620.4800000000005,3,4,4,344,11
12627.0,11,230,4478.53,4,4,4,444,12
12628.0,4,41,786.46,4,2,3,423,9
12630.0,10,64,1270.88,4,3,3,433,10
12631.0,57,31,640.5,2,2,2,222,6
12633.0,59,101,2163.98,2,4,4,244,10
12635.0,90,101,1689.18,2,4,4,244,10
12637.0,67,382,6002.9,2,4,4,244,10
12638.0,33,39,671.69,3,2,3,323,8
12639.0,239,22,486.1,1,2,2,122,5
12640.0,24,53,1174.58,3,3,3,333,9
12641.0,115,10,185.9,2,1,1,211,4
12642.0,25,47,1013.26,3,3,3,333,9
12643.0,128,24,3344.64,2,2,4,224,8
12644.0,130,31,477.90999999999997,2,2,2,222,6
12645.0,34,73,1775.18,3,3,4,334,10
12646.0,5,45,1346.97,4,3,3,433,10
12647.0,22,121,3722.82,3,4,4,344,11
12648.0,155,21,318.05,1,2,2,122,5
12649.0,107,31,623.51,2,2,2,222,6
12650.0,3,20,314.44,4,2,2,422,8
12651.0,335,9,114.0,1,1,1,111,3
12652.0,331,48,919.98,1,3,3,133,7
12653.0,149,43,2209.85,1,3,4,134,8
12654.0,11,38,601.98,4,2,2,422,8
12656.0,17,126,4051.17,4,4,4,444,12
12657.0,11,47,1643.18,4,3,3,433,10
12658.0,19,36,686.05,3,2,3,323,8
12659.0,30,5,91.68,3,1,1,311,5
12660.0,11,13,245.10000000000002,4,1,1,411,6
12662.0,1,230,3849.78,4,4,4,444,12
12664.0,8,37,4881.88,4,2,4,424,10
12665.0,325,3,63.0,1,1,1,111,3
12667.0,58,33,620.13,2,2,2,222,6
12668.0,12,161,3807.15,4,4,4,444,12
12669.0,151,101,2744.0299999999997,1,4,4,144,9
12670.0,10,92,2996.05,4,3,4,434,11
12672.0,330,10,225.9,1,1,1,111,3
12673.0,5,42,610.52,4,3,2,432,9
12674.0,39,83,1970.6,3,3,4,334,10
12676.0,25,45,1331.39,3,3,3,333,9
12678.0,42,165,17628.46,3,4,4,344,11
12679.0,59,48,1113.02,2,3,3,233,8
12680.0,1,52,862.81,4,3,3,433,10
12681.0,15,638,13787.54,4,4,4,444,12
12682.0,4,524,12279.82,4,4,4,444,12
12683.0,4,344,8476.57,4,4,4,444,12
12684.0,8,105,2283.63,4,4,4,444,12
12685.0,28,157,2863.08,3,4,4,344,11
12686.0,372,7,89.14,1,1,1,111,3
12688.0,114,171,4873.81,2,4,4,244,10
12689.0,26,72,1247.6100000000001,3,3,3,333,9
12690.0,206,16,389.01,1,1,2,112,4
12691.0,28,32,1035.8,3,2,3,323,8
12693.0,127,39,855.91,2,2,3,223,7
12694.0,70,37,869.67,2,2,3,223,7
12695.0,7,27,582.1,4,2,2,422,8
12697.0,29,41,957.59,3,2,3,323,8
12700.0,8,268,4939.99,4,4,4,444,12
12701.0,80,53,797.71,2,3,3,233,8
12702.0,20,12,219.0,3,1,1,311,5
12703.0,71,21,283.55,2,2,1,221,5
12704.0,7,88,2340.84,4,3,4,434,11
12705.0,15,334,6868.29,4,4,4,444,12
12707.0,292,33,603.42,1,2,2,122,5
12708.0,30,157,2712.91,3,4,4,344,11
12709.0,15,207,9706.52,4,4,4,444,12
12710.0,97,77,1149.02,2,3,3,233,8
12712.0,29,133,4396.13,3,4,4,344,11
12713.0,1,38,848.55,4,2,3,423,9
12714.0,9,259,4708.86,4,4,4,444,12
12715.0,106,20,343.36,2,2,2,222,6
12716.0,4,69,1053.49,4,3,3,433,10
12717.0,151,55,1030.98,1,3,3,133,7
12718.0,71,19,238.25,2,2,1,221,5
12719.0,5,39,644.95,4,2,2,422,8
12720.0,3,354,5781.7300000000005,4,4,4,444,12
12721.0,32,161,2656.13,3,4,4,344,11
12722.0,85,53,997.63,2,3,3,233,8
12723.0,4,69,725.07,4,3,3,433,10
12724.0,5,53,1031.41,4,3,3,433,10
12725.0,371,24,427.8,1,2,2,122,5
12726.0,28,124,2609.1,3,4,4,344,11
12727.0,11,139,3980.7000000000003,4,4,4,444,12
12728.0,71,46,836.33,2,3,3,233,8
12729.0,114,26,453.01,2,2,2,222,6
12731.0,24,274,18895.91,3,4,4,344,11
12732.0,180,12,236.26000000000002,1,1,1,111,3
12733.0,234,22,383.95,1,2,2,122,5
12734.0,353,4,110.39999999999999,1,1,1,111,3
12735.0,315,43,779.5699999999999,1,3,3,133,7
12736.0,333,4,234.0,1,1,1,111,3
12738.0,372,11,155.35,1,1,1,111,3
12739.0,78,38,1013.04,2,2,3,223,7
12740.0,64,27,427.6,2,2,2,222,6
12743.0,134,131,540.13,2,4,2,242,8
12744.0,52,222,21279.29,2,4,4,244,10
12747.0,2,103,4196.01,4,4,4,444,12
12748.0,1,4412,33053.19,4,4,4,444,12
12749.0,4,199,4090.88,4,4,4,444,12
12750.0,129,15,275.88,2,1,1,211,4
12752.0,81,53,4366.78,2,3,4,234,9
12753.0,23,197,21429.39,3,4,4,344,11
12754.0,236,63,3010.74,1,3,4,134,8
12755.0,281,4,3811.9500000000003,1,1,4,114,6
12756.0,87,4,112.08,2,1,1,211,4
12757.0,16,364,7834.650000000001,4,4,4,444,12
12758.0,117,97,2791.59,2,3,4,234,9
12759.0,52,95,1531.44,2,3,3,233,8
12762.0,8,69,1898.52,4,3,4,434,11
12763.0,138,18,494.08,2,2,2,222,6
12764.0,317,45,1693.88,1,3,4,134,8
12766.0,4,310,6989.63,4,4,4,444,12
12769.0,239,32,1143.6,1,2,3,123,6
12770.0,211,12,1351.45,1,1,3,113,5
12772.0,60,55,892.47,2,3,3,233,8
12775.0,17,66,1386.04,4,3,3,433,10
12778.0,20,50,822.23,3,3,3,333,9
12779.0,38,149,3981.36,3,4,4,344,11
12781.0,64,25,826.74,2,2,3,223,7
12782.0,5,103,2330.92,4,4,4,444,12
12783.0,2,84,2225.91,4,3,4,434,11
12784.0,9,57,532.82,4,3,2,432,9
12785.0,364,14,311.95,1,1,2,112,4
12787.0,10,20,463.66,4,2,2,422,8
12789.0,65,4,91.85,2,1,1,211,4
12790.0,192,21,324.92,1,2,2,122,5
12791.0,374,2,192.60000000000002,1,1,1,111,3
12792.0,257,25,400.54,1,2,2,122,5
12793.0,335,24,545.48,1,2,2,122,5
12794.0,53,45,860.41,2,3,3,233,8
12795.0,19,14,430.48,3,1,2,312,6
12797.0,366,13,254.03,1,1,1,111,3
12798.0,10,8,6977.04,4,1,4,414,9
12802.0,187,25,427.58,1,2,2,122,5
12808.0,37,28,483.65000000000003,3,2,2,322,7
12809.0,178,25,489.31,1,2,2,122,5
12811.0,261,31,514.85,1,2,2,122,5
12812.0,45,15,229.64000000000001,3,1,1,311,5
12814.0,102,2,125.92,2,1,1,211,4
12815.0,148,47,1063.46,1,3,3,133,7
12816.0,96,29,572.2,2,2,2,222,6
12817.0,281,4,166.04000000000002,1,1,1,111,3
12818.0,262,14,1542.08,1,1,3,113,5
12820.0,3,59,942.34,4,3,3,433,10
12821.0,214,6,92.72,1,1,1,111,3
12822.0,71,46,948.88,2,3,3,233,8
12823.0,75,5,1759.5,2,1,4,214,7
12824.0,60,25,397.12,2,2,2,222,6
12826.0,3,91,1474.72,4,3,3,433,10
12827.0,6,25,430.15,4,2,2,422,8
12828.0,3,56,1018.71,4,3,3,433,10
12829.0,337,11,293.0,1,1,1,111,3
12830.0,38,38,6814.64,3,2,4,324,9
12831.0,262,9,215.05,1,1,1,111,3
12832.0,32,27,383.03000000000003,3,2,2,322,7
12833.0,145,24,417.38,1,2,2,122,5
12834.0,283,18,312.38,1,2,2,122,5
12836.0,59,174,2610.36,2,4,4,244,10
12837.0,173,12,134.1,1,1,1,111,3
12838.0,34,120,671.95,3,4,3,343,10
12839.0,3,314,5591.42,4,4,4,444,12
12840.0,144,113,2726.77,1,4,4,144,9
12841.0,5,414,3991.58,4,4,4,444,12
12842.0,70,34,1118.99,2,2,3,223,7
12843.0,66,103,1702.26,2,4,4,244,10
12844.0,29,52,325.96000000000004,3,3,2,332,8
12845.0,267,27,354.09000000000003,1,2,2,122,5
12847.0,22,84,843.64,3,3,3,333,9
12849.0,31,48,1010.29,3,3,3,333,9
12851.0,97,47,131.81,2,3,1,231,6
12852.0,295,17,311.55,1,1,2,112,4
12853.0,135,78,1957.1000000000001,2,3,4,234,9
12854.0,79,109,1316.25,2,4,3,243,9
12855.0,373,3,38.1,1,1,1,111,3
12856.0,8,311,2170.78,4,4,4,444,12
12857.0,211,46,1106.4,1,3,3,133,7
12863.0,52,5,521.2,2,1,2,212,5
12864.0,138,3,147.12,2,1,1,211,4
12865.0,26,95,1568.23,3,3,3,333,9
12866.0,283,26,559.12,1,2,2,122,5
12867.0,26,534,4009.34,3,4,4,344,11
12868.0,186,107,1607.0600000000002,1,4,3,143,8
12871.0,84,11,380.64,2,1,2,212,5
12872.0,327,66,599.97,1,3,2,132,6
12873.0,282,4,374.0,1,1,2,112,4
12875.0,143,2,343.2300000000001,1,1,2,112,4
12876.0,58,85,2218.02,2,3,4,234,9
12877.0,4,154,1535.77,4,4,3,443,11
12878.0,236,47,854.99,1,3,3,133,7
12879.0,45,10,573.22,3,1,2,312,6
12881.0,276,7,298.0,1,1,1,111,3
12882.0,9,13,1463.04,4,1,3,413,8
12883.0,25,42,703.47,3,3,3,333,9
12884.0,88,7,309.05,2,1,2,212,5
12885.0,63,71,1175.22,2,3,3,233,8
12886.0,68,82,1378.4,2,3,3,233,8
12888.0,214,5,354.12,1,1,2,112,4
12890.0,24,79,376.71999999999997,3,3,2,332,8
12891.0,186,3,331.0,1,1,2,112,4
12893.0,31,31,176.55,3,2,1,321,6
12895.0,42,22,372.8,3,2,2,322,7
12897.0,205,4,216.5,1,1,1,111,3
12901.0,9,116,17654.54,4,4,4,444,12
12902.0,265,10,138.68,1,1,1,111,3
12904.0,18,71,496.06,4,3,2,432,9
12906.0,12,63,2919.81,4,3,4,434,11
12908.0,176,2,750.0,1,1,3,113,5
12909.0,40,91,2178.67,3,3,4,334,10
12910.0,23,75,3075.04,3,3,4,334,10
12912.0,3,24,1662.3,4,2,4,424,10
12913.0,5,50,2483.63,4,3,4,434,11
12915.0,149,22,363.65,1,2,2,122,5
12916.0,139,103,2944.95,2,4,4,244,10
12917.0,128,2,594.0,2,1,2,212,5
12919.0,8,50,1335.19,4,3,3,433,10
12920.0,17,27,162.78,4,2,1,421,7
12921.0,9,720,16587.09,4,4,4,444,12
12922.0,161,28,405.38,1,2,2,122,5
12923.0,64,28,172.82,2,2,1,221,5
12924.0,88,30,933.7,2,2,3,223,7
12925.0,5,45,694.05,4,3,3,433,10
12928.0,35,84,2062.7,3,3,4,334,10
12929.0,312,8,117.85,1,1,1,111,3
12930.0,78,25,415.8,2,2,2,222,6
12931.0,22,82,42055.96,3,3,4,334,10
12933.0,24,106,607.53,3,4,2,342,9
12935.0,2,129,2160.7,4,4,4,444,12
12936.0,17,62,1063.9,4,3,3,433,10
12937.0,15,120,1504.27,4,4,3,443,11
12938.0,26,9,114.14,3,1,1,311,5
12939.0,64,47,11581.8,2,3,4,234,9
12940.0,55,96,899.69,2,3,3,233,8
12942.0,131,70,675.6,2,3,3,233,8
12944.0,36,30,604.51,3,2,2,322,7
12945.0,288,23,462.95,1,2,2,122,5
12947.0,144,97,1603.99,1,3,3,133,7
12948.0,16,116,2064.95,4,4,4,444,12
12949.0,31,215,4167.22,3,4,4,344,11
12950.0,2,23,1843.0,4,2,4,424,10
12951.0,9,63,1064.07,4,3,3,433,10
12952.0,6,79,1387.79,4,3,3,433,10
12953.0,10,17,329.85,4,1,2,412,7
12955.0,1,180,4757.16,4,4,4,444,12
12956.0,306,19,108.07,1,2,1,121,4
12957.0,10,238,4017.54,4,4,4,444,12
12962.0,7,16,266.39,4,1,1,411,6
12963.0,8,95,1856.63,4,3,4,434,11
12965.0,89,108,769.8100000000001,2,4,3,243,9
12966.0,10,10,160.18,4,1,1,411,6
12967.0,358,19,1660.9,1,2,4,124,7
12968.0,112,5,135.95,2,1,1,211,4
12970.0,7,129,405.47,4,4,2,442,10
12971.0,4,305,11189.91,4,4,4,444,12
12974.0,198,8,144.8,1,1,1,111,3
12976.0,212,22,738.6,1,2,3,123,6
12977.0,156,9,39.239999999999995,1,1,1,111,3
12980.0,158,20,7374.900000000001,1,2,4,124,7
12981.0,30,20,372.21999999999997,3,2,2,322,7
12982.0,243,28,390.54,1,2,2,122,5
12984.0,19,4,97.5,3,1,1,311,5
12985.0,1,76,1239.38,4,3,3,433,10
12987.0,74,28,558.7,2,2,2,222,6
12988.0,292,83,505.82,1,3,2,132,6
12989.0,3,64,6924.11,4,3,4,434,11
12990.0,31,13,409.5,3,1,2,312,6
12991.0,23,31,503.76,3,2,2,322,7
12993.0,23,27,414.76,3,2,2,322,7
12994.0,4,61,974.42,4,3,3,433,10
12995.0,85,3,211.32,2,1,1,211,4
12997.0,22,59,1226.89,3,3,3,333,9
12999.0,196,28,455.88,1,2,2,122,5
13000.0,107,31,534.85,2,2,2,222,6
13001.0,4,337,9785.970000000001,4,4,4,444,12
13002.0,318,7,120.95,1,1,1,111,3
13003.0,106,6,149.05,2,1,1,211,4
13004.0,12,404,5655.91,4,4,4,444,12
13005.0,174,26,513.7,1,2,2,122,5
13006.0,56,4,81.57,2,1,1,211,4
13008.0,323,14,229.47,1,1,1,111,3
13011.0,372,3,50.550000000000004,1,1,1,111,3
13012.0,9,88,1646.8400000000001,4,3,3,433,10
13013.0,1,219,4810.9400000000005,4,4,4,444,12
13014.0,11,109,3466.28,4,4,4,444,12
13015.0,53,175,3339.64,2,4,4,244,10
13016.0,73,47,789.89,2,3,3,233,8
13017.0,7,1,204.0,4,1,1,411,6
13018.0,16,458,7277.7,4,4,4,444,12
13021.0,4,131,2616.38,4,4,4,444,12
13023.0,64,40,689.9,2,2,3,223,7
13026.0,1,40,975.36,4,2,3,423,9
13027.0,114,26,6912.0,2,2,4,224,8
13028.0,23,45,661.3199999999999,3,3,2,332,8
13029.0,31,10,1247.5,3,1,3,313,7
13030.0,11,92,752.44,4,3,3,433,10
13032.0,52,71,1010.1800000000001,2,3,3,233,8
13033.0,357,11,190.55,1,1,1,111,3
13034.0,55,37,642.77,2,2,2,222,6
13035.0,74,27,921.88,2,2,3,223,7
13037.0,138,48,881.07,2,3,3,233,8
13038.0,80,28,908.46,2,2,3,223,7
13040.0,9,43,676.99,4,3,3,433,10
13043.0,273,13,516.42,1,1,2,112,4
13044.0,291,33,560.47,1,2,2,122,5
13045.0,99,18,305.28000000000003,2,2,1,221,5
13046.0,31,35,629.31,3,2,2,322,7
13047.0,32,172,3237.54,3,4,4,344,11
13048.0,14,135,1819.41,4,4,4,444,12
13049.0,64,14,656.6800000000001,2,1,2,212,5
13050.0,15,403,5836.86,4,4,4,444,12
13052.0,212,18,348.15000000000003,1,2,2,122,5
13055.0,78,76,1214.41,2,3,3,233,8
13058.0,25,8,271.40000000000003,3,1,1,311,5
13059.0,250,8,183.4,1,1,1,111,3
13060.0,254,15,307.53000000000003,1,1,2,112,4
13061.0,72,10,248.61,2,1,1,211,4
13062.0,191,11,346.98,1,1,2,112,4
13064.0,13,68,1105.59,4,3,3,433,10
13065.0,373,14,205.86,1,1,1,111,3
13066.0,24,48,470.8,3,3,2,332,8
13067.0,82,15,115.46000000000001,2,1,1,211,4
13068.0,10,2,344.0,4,1,2,412,7
13069.0,1,424,4431.44,4,4,4,444,12
13070.0,192,9,228.8,1,1,1,111,3
13072.0,267,7,177.15,1,1,1,111,3
13075.0,130,22,919.61,2,2,3,223,7
13077.0,1,111,728.02,4,4,3,443,11
13078.0,3,358,12627.94,4,4,4,444,12
13079.0,4,6,220.10000000000002,4,1,1,411,6
13080.0,179,6,58.08,1,1,1,111,3
13081.0,12,1024,28337.38,4,4,4,444,12
13082.0,126,73,3613.63,2,3,4,234,9
13083.0,4,18,303.75,4,2,1,421,7
13085.0,158,22,416.08,1,2,2,122,5
13089.0,3,1814,58762.08,4,4,4,444,12
13090.0,9,155,8910.82,4,4,4,444,12
13091.0,28,21,345.82,3,2,2,322,7
13092.0,71,25,477.83,2,2,2,222,6
13093.0,276,159,7832.47,1,4,4,144,9
13094.0,21,24,1927.3200000000002,3,2,4,324,9
13095.0,71,6,74.39999999999999,2,1,1,211,4
13097.0,33,421,6003.22,3,4,4,344,11
13098.0,1,572,28882.44,4,4,4,444,12
13099.0,99,1,207.36,2,1,1,211,4
13101.0,234,8,101.19,1,1,1,111,3
13102.0,1,304,6424.09,4,4,4,444,12
13103.0,40,8,243.94,3,1,1,311,5
13104.0,3,20,1098.48,4,2,3,423,9
13106.0,133,1,76.5,2,1,1,211,4
13107.0,44,58,1531.6200000000001,3,3,3,333,9
