CustomerID,Recency,Frequency,Monetary,Target
12523.0,13,93,1527.35,1
12524.0,33,140,4177.92,1
12526.0,23,58,1039.58,1
12527.0,51,18,348.71000000000004,0
12528.0,33,80,1561.8799999999999,1
12530.0,29,66,1662.28,0
12534.0,100,63,1089.18,0
12535.0,61,34,716.35,0
12536.0,12,261,12601.830000000002,0
12539.0,231,230,4517.69,1
12540.0,0,451,12511.97,1
12541.0,142,28,536.14,1
12544.0,5,19,372.7,0
12545.0,44,50,1000.39,0
12546.0,16,69,1161.5,0
12547.0,167,8,207.8,0
12548.0,135,5,95.19999999999999,0
12550.0,48,57,964.83,0
12551.0,327,10,168.0,0
12552.0,8,20,437.82,0
12553.0,27,158,2897.14,1
12556.0,19,119,599.56,0
12557.0,127,29,9000.960000000001,1
12559.0,280,21,561.71,0
12560.0,81,77,1436.31,1
12561.0,272,16,238.85,0
12562.0,25,127,2507.4700000000003,1
12564.0,230,21,456.90000000000003,0
12565.0,258,9,145.92000000000002,0
12566.0,55,19,351.65,0
12567.0,65,365,7849.9800000000005,1
12569.0,5,130,2966.65,1
12571.0,9,34,519.61,0
12572.0,21,36,532.74,1
12573.0,196,28,160.54000000000002,0
12574.0,285,11,218.45000000000002,0
12576.0,5,88,1315.83,0
12577.0,4,146,626.6,0
12578.0,299,70,1608.66,1
12579.0,47,29,440.42,0
12580.0,216,24,415.7,0
12581.0,9,15,197.71,0
12582.0,208,22,511.36,0
12583.0,1,212,6188.89,1
12584.0,9,75,1723.45,1
12585.0,203,87,2040.1,0
12588.0,8,10,214.89999999999998,0
12589.0,114,10,131.5,1
12590.0,180,68,9864.26,0
12591.0,286,26,452.84999999999997,0
12592.0,61,18,437.6,0
12593.0,78,21,418.1,0
12594.0,7,118,3338.2200000000003,0
12596.0,20,27,618.27,0
12597.0,9,194,3605.26,1
12598.0,40,81,1946.14,1
12599.0,96,48,857.04,1
12600.0,53,55,2219.46,1
12601.0,159,28,577.0600000000001,0
12602.0,28,12,153.12,0
12604.0,48,16,254.18,0
12607.0,29,101,1579.51,0
12609.0,47,60,1126.85,0
12610.0,13,97,1851.34,1
12611.0,21,65,1193.32,0
12612.0,43,19,704.04,0
12613.0,26,153,3344.38,0
12614.0,247,20,315.6,0
12615.0,6,85,1868.3400000000001,1
12616.0,64,32,713.3,0
12619.0,3,73,3242.54,1
12620.0,50,57,939.32,1
12621.0,22,393,11891.19,1
12622.0,201,11,180.1,0
12623.0,245,18,305.1,0
12624.0,75,38,641.13,0
12625.0,181,86,2683.82,0
12626.0,12,281,6368.51,1
12627.0,33,201,3911.55,1
12628.0,2,28,571.21,1
12630.0,13,35,701.79,1
12631.0,26,31,640.5,0
12633.0,28,101,2163.98,0
12635.0,59,101,1689.18,0
12637.0,36,382,6002.9,0
12638.0,2,39,671.69,0
12639.0,208,22,486.1,0
12640.0,51,42,764.59,1
12641.0,84,10,185.9,0
12642.0,20,35,658.41,1
12643.0,97,24,3344.64,0
12644.0,99,31,477.90999999999997,0
12645.0,3,73,1775.18,0
12646.0,18,24,731.69,1
12647.0,47,114,3401.67,1
12648.0,124,21,318.05,0
12649.0,76,31,623.51,0
12651.0,304,9,114.0,0
12652.0,300,48,919.98,0
12653.0,118,43,2209.85,0
12654.0,6,33,508.98,1
12656.0,42,98,3465.42,1
12657.0,11,29,660.94,1
12662.0,22,188,3175.28,1
12664.0,5,31,3681.88,1
12665.0,294,3,63.0,0
12667.0,27,33,620.13,0
12668.0,228,123,2924.4700000000003,1
12669.0,120,101,2744.0299999999997,0
12670.0,68,58,1634.47,1
12672.0,299,10,225.9,0
12673.0,296,23,220.9,1
12674.0,8,83,1970.6,0
12676.0,40,37,1149.73,1
12678.0,11,165,17628.46,0
12679.0,28,48,1113.02,0
12680.0,42,37,613.36,1
12681.0,0,575,11988.22,1
12682.0,7,433,10051.6,1
12683.0,19,309,7679.09,1
12684.0,33,69,1627.24,1
12685.0,20,135,2449.96,1
12686.0,341,7,89.14,0
12688.0,83,171,4873.81,0
12689.0,97,34,511.03000000000003,1
12690.0,175,16,389.01,0
12691.0,27,30,859.4,1
12693.0,96,39,855.91,0
12694.0,39,37,869.67,0
12695.0,35,24,497.0,1
12697.0,100,29,733.91,1
12700.0,35,211,3625.24,1
12701.0,49,53,797.71,0
12703.0,40,21,283.55,0
12704.0,5,75,1907.75,1
12705.0,11,286,5973.59,1
12707.0,261,33,603.42,0
12708.0,2,155,2679.91,1
12709.0,12,189,8827.42,1
12710.0,66,77,1149.02,0
12712.0,18,124,4163.4800000000005,1
12714.0,76,191,3389.7,1
12715.0,75,20,343.36,0
12716.0,102,45,677.9,1
12717.0,120,55,1030.98,0
12718.0,40,19,238.25,0
12719.0,34,18,283.6,1
12720.0,9,288,4554.16,1
12721.0,1,161,2656.13,0
12722.0,54,53,997.63,0
12723.0,34,36,299.40999999999997,1
12724.0,51,45,823.17,1
12725.0,340,24,427.8,0
12726.0,55,88,1824.6399999999999,1
12727.0,64,116,3337.7,1
12728.0,40,46,836.33,0
12729.0,83,26,453.01,0
12731.0,20,252,17398.39,1
12732.0,149,12,236.26000000000002,0
12733.0,203,22,383.95,0
12734.0,322,4,110.39999999999999,0
12735.0,284,43,779.5699999999999,0
12736.0,302,4,234.0,0
12738.0,341,11,155.35,0
12739.0,47,38,1013.04,0
12740.0,33,27,427.6,0
12743.0,103,131,540.13,0
12744.0,21,222,21279.29,0
12747.0,36,85,3444.78,1
12748.0,0,2842,22965.05,1
12749.0,100,128,2755.23,1
12750.0,98,15,275.88,0
12752.0,50,53,4366.78,0
12753.0,105,166,16620.91,1
12754.0,205,63,3010.74,0
12755.0,250,4,3811.9500000000003,0
12756.0,56,4,112.08,0
12757.0,20,340,7139.150000000001,1
12758.0,86,97,2791.59,0
12759.0,21,95,1531.44,0
12763.0,107,18,494.08,0
12764.0,286,45,1693.88,0
12766.0,27,288,6271.2,1
12769.0,208,32,1143.6,0
12770.0,180,12,1351.45,0
12772.0,29,55,892.47,0
12775.0,159,52,1164.68,1
12778.0,32,42,663.99,1
12779.0,7,149,3981.36,0
12781.0,33,25,826.74,0
12782.0,119,89,2078.67,1
12783.0,2,67,1825.33,1
12785.0,333,14,311.95,0
12787.0,61,16,344.66,1
12789.0,34,4,91.85,0
12790.0,161,21,324.92,0
12791.0,343,2,192.60000000000002,0
12792.0,226,25,400.54,0
12793.0,304,24,545.48,0
12794.0,22,45,860.41,0
12797.0,335,13,254.03,0
12798.0,13,7,3325.44,1
12802.0,156,25,427.58,0
12808.0,6,28,483.65000000000003,0
12809.0,147,25,489.31,0
12811.0,230,31,514.85,0
12812.0,14,15,229.64000000000001,0
12814.0,71,2,125.92,0
12815.0,117,47,1063.46,0
12816.0,65,29,572.2,0
12817.0,250,4,166.04000000000002,0
12818.0,231,14,1542.08,0
12820.0,13,47,731.99,1
12821.0,183,6,92.72,0
12822.0,40,46,948.88,0
12823.0,44,5,1759.5,0
12824.0,29,25,397.12,0
12826.0,41,69,1052.6200000000001,1
12827.0,2,20,318.7,1
12828.0,35,38,661.3100000000001,1
12829.0,306,11,293.0,0
12830.0,7,38,6814.64,0
12831.0,231,9,215.05,0
12832.0,1,27,383.03000000000003,0
12833.0,114,24,417.38,0
12834.0,252,18,312.38,0
12836.0,28,174,2610.36,0
12837.0,142,12,134.1,0
12838.0,3,120,671.95,0
12839.0,12,225,3763.85,1
12840.0,113,113,2726.77,0
12841.0,13,357,3551.13,1
12842.0,39,34,1118.99,0
12843.0,35,103,1702.26,0
12844.0,99,28,174.88,1
12845.0,236,27,354.09000000000003,0
12849.0,0,48,1010.29,0
12851.0,66,47,131.81,0
12852.0,264,17,311.55,0
12853.0,104,78,1957.1000000000001,0
12854.0,48,109,1316.25,0
12855.0,342,3,38.1,0
12856.0,8,190,1347.12,1
12857.0,180,46,1106.4,0
12863.0,21,5,521.2,0
12864.0,107,3,147.12,0
12865.0,93,58,981.38,1
12866.0,252,26,559.12,0
12867.0,65,430,3015.96,1
12868.0,155,107,1607.0600000000002,0
12871.0,53,11,380.64,0
12872.0,296,66,599.97,0
12873.0,251,4,374.0,0
12875.0,112,2,343.2300000000001,0
12876.0,27,85,2218.02,0
12877.0,47,86,1160.3700000000001,1
12878.0,205,47,854.99,0
12879.0,14,10,573.22,0
12881.0,245,7,298.0,0
12882.0,3,5,471.84000000000003,1
12883.0,58,19,291.63,1
12884.0,57,7,309.05,0
12885.0,32,71,1175.22,0
12886.0,37,82,1378.4,0
12888.0,183,5,354.12,0
12891.0,155,3,331.0,0
12893.0,0,31,176.55,0
12895.0,11,22,372.8,0
12897.0,174,4,216.5,0
12901.0,7,106,15224.23,1
12902.0,234,10,138.68,0
12904.0,141,32,244.69,1
12906.0,47,47,1936.5900000000001,1
12908.0,145,2,750.0,0
12909.0,9,91,2178.67,0
12910.0,33,67,2616.58,1
12912.0,10,7,318.06,1
12913.0,252,15,866.39,1
12915.0,118,22,363.65,0
12916.0,108,103,2944.95,0
12917.0,97,2,594.0,0
12919.0,1,34,777.77,1
12921.0,0,620,13533.0,1
12922.0,130,28,405.38,0
12923.0,33,28,172.82,0
12924.0,57,30,933.7,0
12925.0,44,23,368.31,1
12928.0,4,84,2062.7,0
12929.0,281,8,117.85,0
12930.0,47,25,415.8,0
12931.0,36,68,34440.06,1
12933.0,140,49,357.49,1
12935.0,79,92,1535.34,1
12936.0,47,33,798.46,1
12937.0,40,60,826.44,1
12939.0,33,47,11581.8,0
12940.0,24,96,899.69,0
12942.0,100,70,675.6,0
12944.0,5,30,604.51,0
12945.0,257,23,462.95,0
12947.0,113,97,1603.99,0
12948.0,13,106,1855.01,1
12949.0,0,215,4167.22,0
12951.0,143,45,751.78,1
12952.0,12,61,1090.06,1
12955.0,7,131,3107.92,1
12956.0,275,19,108.07,0
12957.0,41,160,2640.7200000000003,1
12962.0,82,11,170.54,1
12963.0,22,38,724.9300000000001,1
12965.0,58,108,769.8100000000001,0
12967.0,327,19,1660.9,0
12968.0,81,5,135.95,0
12970.0,291,8,23.8,1
12971.0,1,251,9272.36,1
12974.0,167,8,144.8,0
12976.0,181,22,738.6,0
12977.0,125,9,39.239999999999995,0
12980.0,127,20,7374.900000000001,0
12981.0,102,11,187.18,1
12982.0,212,28,390.54,0
12987.0,43,28,558.7,0
12988.0,261,83,505.82,0
12989.0,23,37,6440.02,1
12990.0,0,13,409.5,0
12991.0,81,22,303.56,1
12993.0,90,24,372.4,1
12994.0,89,41,645.47,1
12995.0,54,3,211.32,0
12997.0,58,49,916.39,1
12999.0,165,28,455.88,0
13000.0,76,31,534.85,0
13001.0,127,299,8582.57,1
13002.0,287,7,120.95,0
13003.0,75,6,149.05,0
13004.0,5,360,4993.93,1
13005.0,143,26,513.7,0
13006.0,25,4,81.57,0
13008.0,292,14,229.47,0
13011.0,341,3,50.550000000000004,0
13012.0,47,61,1190.8400000000001,1
13013.0,5,199,4218.1900000000005,1
13014.0,1,98,2845.48,1
13015.0,22,175,3339.64,0
13016.0,42,47,789.89,0
13018.0,0,416,6493.0,1
13021.0,7,89,1918.38,1
13023.0,33,40,689.9,0
13026.0,1,26,774.84,1
13027.0,83,26,6912.0,0
13028.0,14,24,355.94,1
13029.0,0,10,1247.5,0
13030.0,337,57,402.36,1
13032.0,21,71,1010.1800000000001,0
13033.0,326,11,190.55,0
13034.0,24,37,642.77,0
13035.0,43,27,921.88,0
13037.0,107,48,881.07,0
13038.0,49,28,908.46,0
13040.0,2,21,303.25,1
13043.0,242,13,516.42,0
13044.0,260,33,560.47,0
13045.0,68,18,305.28000000000003,0
13046.0,0,35,629.31,0
13047.0,1,172,3237.54,0
13048.0,83,105,1358.55,1
13049.0,33,14,656.6800000000001,0
13050.0,15,366,5124.51,1
13052.0,181,18,348.15000000000003,0
13055.0,47,76,1214.41,0
13058.0,27,6,137.70000000000002,1
13059.0,219,8,183.4,0
13060.0,223,15,307.53000000000003,0
13061.0,41,10,248.61,0
13062.0,160,11,346.98,0
13064.0,57,48,842.33,1
13065.0,342,14,205.86,0
13066.0,1,28,151.81,1
13067.0,51,15,115.46000000000001,0
13068.0,289,1,165.0,1
13069.0,22,382,3995.11,1
13070.0,161,9,228.8,0
13072.0,236,7,177.15,0
13075.0,99,22,919.61,0
13077.0,259,62,576.19,1
13078.0,2,320,10197.17,1
13079.0,44,4,172.4,1
13080.0,148,6,58.08,0
13081.0,5,960,26141.46,1
13082.0,95,73,3613.63,0
13083.0,45,14,192.39,1
13085.0,127,22,416.08,0
13089.0,1,1650,50713.66,1
13090.0,0,139,7979.68,1
13092.0,40,25,477.83,0
13093.0,245,159,7832.47,0
13094.0,49,22,1774.68,1
13095.0,40,6,74.39999999999999,0
13097.0,2,421,6003.22,0
13098.0,12,477,22761.9,1
13099.0,68,1,207.36,0
13101.0,203,8,101.19,0
13102.0,11,273,5658.96,1
13103.0,9,8,243.94,0
13104.0,16,16,759.0,1
13106.0,102,1,76.5,0
13107.0,13,58,1531.6200000000001,0
13108.0,342,10,350.06,0
13109.0,29,47,786.54,0
13110.0,0,145,1488.67,0
13113.0,9,191,11569.800000000001,1
13115.0,26,98,1795.22,1
13116.0,107,30,501.14,0
13117.0,91,66,841.77,1
13118.0,177,48,799.7,1
13120.0,208,1,30.6,0
13121.0,238,50,283.73,0
13122.0,63,55,922.39,0
13124.0,59,222,3756.33,0
13126.0,14,110,1730.2,1
13127.0,47,15,259.17,0
13130.0,63,2,64.0,0
13131.0,40,31,772.2,1
13132.0,231,3,77.3,0
13133.0,243,7,109.8,0
13134.0,55,98,1793.58,0
13135.0,166,1,3096.0,0
13136.0,25,127,2607.61,0
13137.0,10,517,2460.29,1
13138.0,16,55,831.69,1
13139.0,2,163,4711.42,1
13140.0,77,45,422.47,0
13141.0,54,135,2388.75,0
13144.0,302,3,110.95,0
13145.0,9,6,618.52,0
13147.0,0,3,475.2,1
13148.0,103,239,2766.01,1
13149.0,75,64,1132.6200000000001,1
13151.0,265,74,1257.8700000000001,0
13155.0,2,85,971.76,0
13157.0,18,87,1741.22,0
13158.0,64,79,1201.06,0
13159.0,19,97,1146.79,1
13161.0,282,8,112.75,0
13162.0,91,79,1688.29,0
13165.0,15,42,1021.48,0
13166.0,252,41,417.2,0
13167.0,36,54,659.67,1
13168.0,5,126,1299.59,0
13169.0,33,13,712.88,0
13171.0,18,36,272.89,1
13173.0,336,23,165.94,1
13174.0,285,221,2034.06,1
13176.0,15,67,481.49,0
13177.0,34,17,282.45,0
13178.0,5,254,5418.99,1
13182.0,14,11,121.18,0
13183.0,6,88,3528.7200000000003,1
13184.0,100,158,1472.1,1
13185.0,237,1,71.4,0
13186.0,9,79,1575.89,0
13187.0,306,37,236.02,0
13189.0,84,18,127.0,1
13192.0,64,63,911.94,0
13193.0,30,25,112.08,0
13194.0,105,3,60.7,0
13196.0,54,97,1586.95,1
13198.0,90,202,3009.18,1
13199.0,1,95,7686.38,1
13200.0,43,35,627.01,1
13203.0,8,45,706.24,1
13207.0,120,5,197.52000000000004,1
13208.0,28,148,1217.65,0
13209.0,98,238,4156.08,1
13210.0,63,22,353.48,0
13211.0,64,45,784.64,1
13212.0,30,56,291.47,1
13213.0,26,90,1520.58,0
13216.0,237,5,333.74,0
13217.0,91,4,533.98,0
13218.0,96,5,62.64,0
13220.0,47,21,819.2900000000001,0
13221.0,209,66,847.41,0
13223.0,169,5,163.2,0
13224.0,29,108,2155.95,0
13225.0,29,25,5100.64,1
13226.0,242,16,108.21000000000001,0
13227.0,171,9,257.7,0
13228.0,50,2,358.0,0
13229.0,195,10,160.95,0
13230.0,107,439,2195.23,1
13232.0,67,164,1019.05,1
13233.0,43,43,605.12,0
13235.0,181,58,1031.07,0
13236.0,76,21,439.23,1
13238.0,133,16,318.85,1
13239.0,231,21,329.56,0
13240.0,65,67,663.65,0
13242.0,81,13,270.40000000000003,0
13243.0,172,57,585.12,0
13244.0,62,27,121.74000000000001,0
13245.0,20,16,430.5,0
13246.0,145,112,1838.51,1
13247.0,20,20,390.87,1
13248.0,94,26,465.68,0
13249.0,61,23,711.41,0
13253.0,126,36,1030.4,0
13255.0,343,6,225.7,1
13258.0,174,13,198.87,1
13259.0,31,81,283.18,0
13260.0,30,8,557.62,0
13261.0,238,9,944.1,0
13262.0,232,11,200.29,0
13263.0,12,1488,6567.0,1
13265.0,22,90,2092.66,0
13266.0,12,154,3223.69,1
13267.0,5,168,3487.03,1
13268.0,8,394,2849.79,1
13269.0,35,252,3914.9,1
13270.0,335,1,590.0,0
13271.0,6,87,211.49,0
13272.0,0,15,276.56,0
13273.0,82,16,138.98,0
13276.0,33,30,590.9300000000001,0
13277.0,85,4,125.9,1
13278.0,10,46,542.73,0
13279.0,47,9,137.75,0
13280.0,91,82,798.46,0
13282.0,131,22,773.1,1
13283.0,29,7,93.66,0
13284.0,300,13,201.19,0
13285.0,130,137,1970.1,1
13291.0,125,42,361.11,0
13292.0,8,31,578.94,0
13294.0,159,54,873.74,0
13295.0,329,10,201.20000000000002,0
13296.0,106,5,87.4,0
13297.0,36,38,1315.3799999999999,1
13299.0,237,5,142.5,0
13300.0,138,20,371.89,0
13301.0,73,81,618.09,0
13302.0,124,1,63.75,0
13304.0,320,21,300.42,0
13305.0,62,58,1471.25,1
13307.0,89,1,15.0,0
13308.0,21,37,1099.63,1
13309.0,14,91,1221.91,1
13310.0,175,52,817.65,1
13311.0,119,24,490.11,1
13313.0,5,64,1242.64,1
13314.0,32,47,589.47,1
13316.0,6,86,5732.93,0
13317.0,35,124,2273.68,0
13318.0,6,13,302.96,1
13319.0,36,402,8248.58,1
13320.0,47,105,1532.2,0
13321.0,41,11,567.36,0
13323.0,1,8,218.0,1
13324.0,5,75,7121.95,0
13325.0,51,12,675.3,0
13327.0,8,108,3627.77,0
13328.0,285,17,1308.48,0
13329.0,1,17,789.0,0
13330.0,62,53,1140.93,0
13334.0,51,265,3502.32,0
13336.0,46,51,795.12,0
13338.0,127,19,487.02,0
13339.0,170,54,860.12,0
13340.0,14,134,10736.48,0
13341.0,230,42,775.85,0
13343.0,147,19,353.43,0
13344.0,37,116,2511.69,0
13345.0,257,20,389.5,0
13347.0,39,8,341.36,0
13348.0,33,14,233.76000000000002,0
13350.0,48,32,646.57,1
13351.0,35,16,373.94,0
13352.0,29,24,397.98,0
13354.0,40,51,743.53,0
13355.0,91,32,674.7,0
13356.0,49,42,768.24,0
13357.0,226,89,609.4,0
13358.0,238,29,439.03000000000003,0
13359.0,33,23,439.56,0
13362.0,22,132,2337.64,1
13363.0,13,39,603.82,1
13364.0,40,10,134.96,0
13365.0,3,128,2225.37,0
13366.0,19,1,56.16,0
13368.0,226,29,623.4,0
13369.0,335,14,308.28000000000003,0
13370.0,341,39,754.87,0
13372.0,59,23,378.64,0
13373.0,30,158,3312.25,0
13375.0,58,37,778.65,0
13376.0,68,53,1019.76,0
13379.0,37,58,435.82,1
13381.0,1,172,3639.31,0
13382.0,250,15,222.99,0
13384.0,0,152,4151.93,0
13385.0,299,35,534.57,0
13388.0,100,35,677.1,0
13389.0,44,38,580.15,1
13390.0,44,13,544.08,0
13391.0,173,1,59.8,0
13394.0,23,143,2217.92,1
13395.0,154,21,307.72,0
13396.0,288,15,387.27000000000004,1
13397.0,42,38,1544.13,0
13398.0,161,26,457.34000000000003,0
13402.0,96,39,621.23,0
13404.0,182,9,217.81,1
13405.0,43,27,572.451,0
13408.0,0,415,23741.18,1
13410.0,44,23,728.66,1
13411.0,76,18,213.55,0
13414.0,103,24,1390.5,0
13416.0,13,19,712.5,0
13417.0,174,10,236.0,1
13418.0,30,289,5438.81,1
13419.0,33,16,221.06,0
13420.0,119,8,159.85,0
13421.0,9,102,1833.71,0
13422.0,33,127,2626.3,0
13425.0,77,78,1624.21,0
13426.0,33,112,2708.11,1
13427.0,89,23,464.86,1
13429.0,19,48,693.0,1
13430.0,55,29,336.31,1
13431.0,36,46,1269.1,0
13434.0,43,10,534.24,0
13435.0,13,68,2531.62,1
13437.0,0,144,2595.64,1
13439.0,224,54,283.71,0
13441.0,61,13,296.64,0
13447.0,3,38,654.01,1
13448.0,49,161,2484.37,1
13450.0,58,62,1727.28,1
13451.0,95,363,2385.5,1
13452.0,228,2,590.0,0
13453.0,135,17,356.98,0
13455.0,335,30,692.94,1
13456.0,32,46,1309.8200000000002,1
13458.0,13,339,8672.64,1
13460.0,19,11,107.46000000000001,1
13461.0,8,27,1445.0,0
13462.0,222,9,151.5,0
13464.0,27,41,674.68,0
13466.0,153,17,307.90000000000003,0
13467.0,5,78,770.66,1
13468.0,8,268,5163.22,1
13470.0,68,10,165.0,0
13471.0,16,83,941.67,1
13473.0,30,21,422.64,0
13474.0,205,62,226.84,0
13475.0,160,86,1431.78,0
13476.0,148,58,1238.47,0
13477.0,7,79,1454.58,0
13479.0,170,15,300.95,0
13481.0,15,109,1804.56,0
13482.0,201,11,184.64000000000001,0
13483.0,35,10,140.34,0
13484.0,210,8,313.8,0
13485.0,202,23,454.24,0
13486.0,47,69,1122.41,0
13487.0,27,34,575.4,0
13488.0,12,394,8246.17,1
13489.0,74,14,449.52,0
13491.0,21,86,1215.82,0
13492.0,105,50,1269.84,0
13493.0,244,8,618.63,0
13494.0,281,18,316.26000000000005,0
13495.0,5,43,1732.23,1
13496.0,329,26,501.01,1
13497.0,252,19,348.05,0
13499.0,43,28,613.85,1
13500.0,5,38,668.8,1
13501.0,257,52,1340.32,0
13502.0,244,9,189.16000000000003,1
13503.0,40,17,216.85,0
13504.0,33,22,295.93,0
13505.0,42,215,4393.63,0
13506.0,285,26,458.52,0
13507.0,67,128,2022.79,1
13508.0,213,12,110.97,0
13509.0,22,39,881.62,1
13510.0,14,94,1449.7,1
13512.0,230,15,251.21,0
13513.0,96,10,205.1,0
13514.0,43,4,152.20000000000002,0
13515.0,42,59,891.12,0
13516.0,42,38,620.41,1
13517.0,29,141,2128.42,0
13518.0,55,36,627.16,0
13519.0,47,8,122.75,0
13520.0,28,93,3624.35,0
13523.0,2,172,3964.88,0
13524.0,10,27,680.1800000000001,0
13525.0,217,2,282.88,1
13527.0,3,217,2242.36,0
13529.0,48,15,307.76,0
13531.0,174,22,483.8,0
13532.0,3,66,210.31,0
13533.0,152,75,269.09,0
13534.0,2,282,5512.88,1
13536.0,22,41,824.91,1
13538.0,12,25,1280.85,0
13539.0,55,37,631.34,0
13544.0,9,78,276.06,0
13546.0,22,59,412.38,1
13548.0,65,123,678.16,0
13549.0,33,47,832.2,1
13551.0,288,4,91.80000000000001,0
13552.0,35,109,3740.07,0
13555.0,43,135,4098.88,0
13557.0,250,16,240.68,1
13558.0,31,85,312.71,1
13561.0,185,14,141.85999999999999,0
13562.0,51,82,1799.3300000000002,0
13563.0,53,49,777.53,0
13564.0,113,81,1724.67,0
13565.0,303,13,110.17999999999999,1
13566.0,10,169,856.84,0
13568.0,142,43,187.05,0
13569.0,337,23,109.82000000000001,1
13570.0,212,27,239.49,0
13571.0,7,281,1636.18,1
13572.0,175,33,1384.25,0
13573.0,19,25,290.25,0
13575.0,28,39,624.62,1
13576.0,21,97,5627.27,1
13577.0,62,67,1193.8,1
13579.0,338,9,164.7,1
13581.0,278,10,118.0,0
13583.0,125,53,781.03,0
13584.0,276,24,142.4,0
13587.0,33,8,712.4,0
13588.0,0,160,2253.32,1
13589.0,149,9,147.0,1
13590.0,21,72,1668.78,1
13591.0,34,58,1117.13,0
13592.0,5,16,247.95999999999998,0
13593.0,77,127,2011.88,0
13594.0,22,26,396.97,0
13598.0,16,35,160.04,0
13599.0,1,194,3851.34,1
